Borrower_ID,Age,Marital_Status,Employment_Status,Annual_Income,Debt_to_Income_Ratio,Credit_Score,Loan_Amount,Loan_Term_Months,Interest_Rate,Loan_Purpose,Missed_Payments_Last_12M,Credit_Utilization_Ratio,Overdraft_Frequency,Delinquent
4703,44,Married,Self-Employed,33216,37.22,623,30889,48,11.29,Personal,2,46.67,0,0
4704,27,Single,Unemployed,25109,47.49,318,11852,60,15.33,Personal,5,37.01,4,1
4705,58,Single,Self-Employed,94668,26.91,490,31822,24,10.42,Auto,1,37.62,3,1
4706,27,Married,Employed,113247,38.49,543,17290,36,18.08,Auto,4,13.77,4,1
4707,48,Single,Contract,108119,40.4,828,17529,12,17.29,Home,2,86.3,1,1
4708,59,Divorced,Contract,90803,24.95,433,13118,12,5.97,Home,1,82.08,4,1
4709,58,Single,Employed,94068,10.55,307,8108,24,12.35,Education,2,54.33,5,1
4710,64,Divorced,Employed,33898,45.67,343,27226,48,9.99,Personal,1,76.73,3,1
4711,57,Married,Employed,108155,39.57,347,45022,36,14.16,Home,5,83.37,5,1
4712,60,Divorced,Employed,55551,25.64,704,44625,12,16.67,Personal,4,71.2,4,1
4713,48,Married,Unemployed,69858,15.32,724,10211,48,15.51,Education,3,63.74,3,1
4714,26,Married,Contract,61717,17.41,720,49635,60,15.6,Home,5,40.78,0,1
4715,44,Married,Contract,141259,31.59,390,49014,36,6.44,Home,2,36.23,1,1
4716,50,Married,Employed,67397,11.53,846,35964,36,18.98,Personal,2,44.4,2,0
4717,40,Divorced,Employed,91234,39.71,849,39921,48,11.63,Auto,6,12.0,1,1
4718,58,Single,Unemployed,88885,28.45,748,23243,12,9.48,Home,0,18.1,2,0
4719,61,Divorced,Self-Employed,47760,32.08,478,40771,12,19.03,Auto,0,33.44,1,1
4720,41,Married,Contract,110089,39.11,666,33838,24,8.23,Home,3,83.25,1,1
4721,25,Divorced,Employed,51706,22.23,603,25308,48,14.83,Auto,6,82.23,1,1
4722,26,Divorced,Employed,133413,46.62,629,24393,60,10.81,Education,0,48.97,5,1
4723,64,Single,Employed,122474,46.1,303,42545,60,6.14,Auto,3,45.67,0,1
4724,51,Single,Self-Employed,35479,13.71,340,19115,36,11.06,Home,2,48.59,3,1
4725,30,Single,Employed,148358,49.82,334,14338,60,5.39,Education,6,83.23,4,1
4726,43,Married,Employed,23141,42.17,562,24517,36,6.11,Education,6,77.43,3,1
4727,65,Single,Employed,143877,46.3,759,15248,48,10.59,Home,6,80.74,1,1
4728,23,Single,Employed,79113,22.77,483,41789,24,13.47,Personal,2,25.51,0,1
4729,29,Divorced,Unemployed,104157,29.12,701,6892,48,7.77,Home,1,81.28,2,0
4730,55,Divorced,Unemployed,128905,41.04,532,47470,48,18.37,Education,2,43.64,3,1
4731,61,Married,Contract,70851,44.61,632,18402,24,9.16,Auto,4,32.63,3,1
4732,63,Divorced,Employed,136327,29.47,667,36211,36,11.56,Auto,4,37.1,5,1
4733,50,Divorced,Self-Employed,71704,42.86,675,10751,60,7.69,Home,3,55.43,2,1
4734,46,Divorced,Unemployed,131078,36.1,671,10976,48,10.19,Home,5,51.71,1,1
4735,42,Single,Employed,92190,28.68,843,30775,24,8.89,Personal,2,32.77,3,0
4736,64,Married,Contract,59397,27.8,717,17899,60,11.69,Personal,0,25.46,4,0
4737,56,Married,Unemployed,85182,29.46,728,8589,48,15.01,Education,3,63.41,2,1
4738,33,Single,Self-Employed,109921,38.12,632,35845,60,19.52,Education,1,21.54,0,0
4739,47,Single,Self-Employed,121138,26.28,394,39817,48,17.86,Personal,2,28.62,1,1
4740,26,Married,Employed,108690,44.35,833,13215,60,12.53,Education,4,13.75,5,1
4741,49,Divorced,Contract,61278,41.51,559,33619,48,17.12,Personal,3,11.13,5,1
4742,44,Divorced,Unemployed,100489,26.59,337,12013,36,10.54,Home,1,41.01,0,1
4743,30,Married,Contract,145410,46.02,642,15104,60,10.42,Education,4,46.19,1,1
4744,42,Single,Contract,91171,19.54,305,16790,24,16.97,Education,5,19.95,1,1
4745,63,Single,Employed,27846,15.73,584,44371,60,5.77,Auto,3,87.9,2,1
4746,43,Married,Contract,109710,29.44,597,50000,24,7.25,Home,1,80.68,0,1
4747,34,Single,Employed,92062,41.68,546,32255,48,13.7,Auto,4,51.4,2,1
4748,59,Divorced,Employed,88730,20.86,828,37587,24,7.07,Education,2,50.84,2,0
4749,49,Single,Contract,34028,46.03,494,35555,12,14.38,Auto,2,41.39,4,1
4750,55,Married,Self-Employed,93919,31.67,329,44445,12,10.69,Personal,4,33.75,4,1
4751,34,Single,Contract,39273,46.88,735,24071,48,15.81,Auto,4,81.66,4,1
4752,59,Divorced,Contract,43258,49.44,574,24695,48,18.62,Home,0,21.38,4,1
4753,65,Married,Unemployed,110089,47.16,476,35050,36,13.79,Personal,4,51.25,5,1
4754,27,Single,Unemployed,24988,17.27,375,27363,12,19.82,Auto,0,26.82,4,1
4755,39,Single,Self-Employed,58096,43.61,697,48857,36,7.48,Home,3,10.63,4,1
4756,50,Married,Contract,68731,13.09,355,8030,24,7.64,Education,0,48.06,2,1
4757,51,Divorced,Self-Employed,51435,16.43,778,21815,60,9.64,Auto,5,27.54,0,1
4758,35,Single,Unemployed,149024,19.28,662,21878,24,11.7,Education,3,28.89,5,1
4759,44,Divorced,Self-Employed,90524,16.96,732,23194,36,14.04,Education,4,21.88,2,1
4760,35,Single,Unemployed,109174,36.61,381,14781,36,19.29,Auto,4,50.15,4,1
4761,34,Divorced,Unemployed,110350,18.24,788,40615,12,9.01,Home,6,71.47,3,1
4762,23,Divorced,Contract,79052,46.12,768,37651,60,15.55,Home,6,77.35,2,1
4763,43,Married,Contract,62713,36.16,748,9548,12,8.46,Personal,2,74.66,5,0
4764,48,Divorced,Contract,47641,14.68,342,13553,36,7.36,Auto,2,58.11,3,1
4765,36,Divorced,Self-Employed,146668,27.1,593,29325,60,8.21,Personal,6,11.0,4,1
4766,22,Single,Self-Employed,92717,37.17,815,36210,24,10.67,Home,5,74.23,2,1
4767,24,Single,Contract,103079,12.84,458,30484,36,7.76,Personal,1,28.83,3,1
4768,32,Divorced,Employed,84043,19.98,724,46779,36,13.54,Education,0,40.3,4,0
4769,42,Divorced,Employed,115439,39.36,419,41909,48,14.95,Auto,1,69.61,5,1
4770,37,Married,Contract,38814,17.56,641,6744,24,6.1,Personal,6,19.66,4,1
4771,52,Single,Employed,145898,10.16,850,14175,24,6.92,Personal,2,28.86,5,0
4772,32,Single,Unemployed,95479,38.74,692,8230,60,13.57,Personal,2,43.97,0,0
4773,50,Single,Employed,133310,13.69,781,40162,24,8.95,Education,6,38.2,4,1
4774,61,Divorced,Employed,120790,14.87,798,17547,60,5.66,Education,3,35.94,5,1
4775,47,Divorced,Self-Employed,80561,38.68,339,16980,48,19.22,Home,0,43.98,1,1
4776,44,Single,Unemployed,110271,22.21,648,6023,48,17.33,Home,1,69.36,0,0
4777,65,Married,Unemployed,130665,46.3,390,48321,48,14.13,Auto,6,71.33,5,1
4778,42,Married,Self-Employed,70015,31.47,687,35592,48,16.6,Auto,3,59.12,0,1
4779,39,Single,Self-Employed,21095,10.69,313,12191,24,16.4,Education,2,25.31,4,1
4780,39,Married,Employed,22259,40.32,546,38268,24,7.86,Home,1,36.01,5,1
4781,64,Divorced,Unemployed,49255,29.24,468,47087,24,18.06,Home,5,28.82,2,1
4782,24,Single,Self-Employed,56168,14.74,805,31533,36,11.93,Education,6,44.97,0,1
4783,63,Single,Employed,22490,45.49,388,13033,60,18.46,Home,5,68.54,3,1
4784,60,Single,Unemployed,101985,48.18,608,38305,60,6.28,Personal,1,41.58,4,1
4785,63,Divorced,Contract,146325,46.76,530,10648,36,19.55,Auto,5,38.08,4,1
4786,25,Divorced,Employed,85978,29.24,810,27181,48,9.93,Home,0,50.72,1,0
4787,57,Single,Unemployed,84383,12.17,850,23407,36,8.84,Auto,0,18.43,1,0
4788,62,Divorced,Employed,52054,30.26,605,12152,60,19.11,Home,4,28.06,3,1
4789,39,Married,Contract,26020,12.63,759,21358,24,17.61,Education,5,13.04,0,1
4790,49,Married,Unemployed,72642,11.77,601,42025,48,6.24,Education,4,28.64,5,1
4791,24,Divorced,Unemployed,135134,25.52,792,35662,36,11.28,Personal,3,65.61,2,1
4792,29,Divorced,Contract,100771,42.83,310,45024,36,10.76,Personal,0,75.59,4,1
4793,33,Divorced,Unemployed,133186,13.48,317,36510,36,12.54,Auto,1,38.88,1,1
4794,23,Divorced,Contract,62175,18.93,502,29734,24,6.69,Auto,4,79.19,1,1
4795,54,Divorced,Contract,149563,33.15,828,49960,48,6.8,Education,2,61.74,4,0
4796,49,Single,Self-Employed,138145,22.69,581,43762,48,19.04,Home,1,12.29,4,1
4797,58,Divorced,Unemployed,64345,40.95,841,20768,12,5.16,Auto,4,14.72,5,1
4798,57,Married,Self-Employed,73177,35.06,551,21643,36,14.26,Personal,4,51.42,1,1
4799,40,Divorced,Unemployed,140756,13.42,490,33878,24,19.04,Education,4,72.67,2,1
4800,25,Married,Unemployed,38046,47.59,813,10177,60,6.33,Education,0,81.89,3,1
4801,50,Divorced,Employed,35624,10.27,591,7848,24,5.8,Education,6,27.5,0,1
4802,53,Married,Self-Employed,79638,40.27,567,11913,48,14.4,Personal,4,31.76,4,1
4803,22,Single,Employed,23705,40.07,392,19920,24,5.88,Home,5,19.39,4,1
4804,59,Single,Self-Employed,140023,10.32,395,21202,60,7.42,Auto,5,60.9,5,1
4805,26,Divorced,Unemployed,81088,40.71,450,22469,36,8.75,Education,5,43.64,2,1
4806,42,Married,Employed,87857,39.26,617,32936,60,13.6,Personal,2,82.31,5,0
4807,56,Divorced,Unemployed,47047,46.48,636,45700,48,9.64,Personal,5,87.02,0,1
4808,40,Divorced,Contract,117272,49.82,421,44535,24,15.46,Personal,6,50.87,1,1
4809,36,Divorced,Unemployed,130469,39.84,655,32660,12,13.5,Education,4,80.95,1,1
4810,46,Married,Contract,109588,34.68,421,30233,60,17.66,Home,5,67.37,3,1
4811,50,Divorced,Employed,108482,43.54,734,29695,36,11.84,Auto,4,68.67,2,1
4812,60,Married,Contract,106980,48.14,775,37141,48,12.24,Personal,0,82.2,2,1
4813,24,Divorced,Contract,88744,15.32,554,36126,24,17.57,Home,4,29.1,3,1
4814,40,Divorced,Employed,141450,36.57,479,33442,48,13.44,Education,6,37.03,0,1
4815,50,Single,Self-Employed,54277,43.6,303,28553,24,6.22,Education,1,20.82,1,1
4816,35,Single,Self-Employed,87365,41.93,471,46196,60,12.88,Personal,1,88.65,5,1
4817,32,Divorced,Self-Employed,63734,41.09,811,31106,60,16.35,Personal,4,51.81,1,1
4818,53,Divorced,Employed,77493,33.94,370,49060,60,16.76,Personal,3,20.19,5,1
4819,64,Divorced,Employed,65324,39.64,530,25090,36,14.37,Education,2,81.43,3,1
4820,22,Divorced,Self-Employed,90940,39.7,799,13129,12,15.55,Home,2,58.77,5,0
4821,42,Divorced,Contract,51405,20.24,732,29488,12,19.55,Auto,0,43.4,1,0
4822,62,Divorced,Contract,146346,28.21,572,5710,60,14.1,Home,4,63.18,0,1
4823,27,Divorced,Unemployed,38700,43.89,681,31092,48,11.73,Personal,5,79.26,0,1
4824,54,Married,Employed,80917,14.45,574,26863,60,13.58,Home,5,81.23,3,1
4825,27,Divorced,Employed,39641,16.9,548,11857,60,13.74,Education,0,35.05,1,1
4826,41,Married,Employed,133776,46.94,392,36043,24,9.43,Education,5,30.54,0,1
4827,39,Married,Self-Employed,67738,22.0,387,17012,24,17.89,Auto,2,56.96,3,1
4828,41,Divorced,Employed,65736,36.24,715,17673,12,15.35,Education,1,28.62,3,0
4829,41,Divorced,Contract,63617,10.76,757,24304,36,8.13,Home,6,35.37,5,1
4830,22,Single,Employed,74161,24.64,707,22016,48,5.3,Education,5,44.81,3,1
4831,62,Divorced,Contract,83628,30.29,401,18629,36,5.97,Auto,1,31.92,2,1
4832,57,Married,Self-Employed,121040,33.36,623,19160,36,18.76,Personal,5,31.24,2,1
4833,26,Divorced,Self-Employed,25148,47.9,687,18674,60,7.3,Auto,5,68.54,2,1
4834,28,Single,Unemployed,140266,28.23,350,7263,36,14.27,Personal,6,23.84,2,1
4835,37,Divorced,Self-Employed,119135,28.88,326,44977,60,6.47,Home,5,11.38,0,1
4836,60,Single,Contract,132567,18.45,455,48176,24,17.27,Education,1,35.43,1,1
4837,30,Divorced,Contract,67357,29.58,422,12282,60,7.53,Auto,4,69.46,1,1
4838,54,Divorced,Unemployed,20340,45.35,737,16350,24,16.37,Personal,4,26.95,5,1
4839,61,Single,Self-Employed,67717,14.64,805,42389,12,12.4,Education,0,64.56,4,0
4840,49,Single,Contract,101286,42.39,397,35955,24,14.19,Home,1,28.27,5,1
4841,42,Divorced,Employed,52624,39.27,670,18517,12,18.59,Home,2,44.54,5,0
4842,56,Married,Unemployed,114156,22.44,662,46528,12,16.57,Personal,4,30.29,2,1
4843,50,Divorced,Contract,31804,40.24,739,41084,24,12.98,Home,0,52.89,1,1
4844,40,Married,Contract,91748,16.44,399,31226,24,10.63,Education,0,26.95,3,1
4845,63,Married,Contract,135100,19.23,466,19267,24,19.37,Auto,1,78.49,1,1
4846,50,Divorced,Unemployed,71477,30.5,380,15391,36,8.77,Auto,2,89.94,4,1
4847,53,Divorced,Self-Employed,82497,23.89,307,23187,36,11.98,Personal,3,43.94,1,1
4848,39,Married,Employed,20458,23.77,606,48760,12,10.8,Auto,1,70.45,1,0
4849,33,Divorced,Unemployed,102845,15.13,606,22604,60,16.32,Auto,5,39.94,4,1
4850,59,Married,Self-Employed,140463,10.21,760,36642,36,18.83,Auto,3,20.9,4,1
4851,29,Divorced,Self-Employed,107661,28.02,738,32755,24,10.19,Personal,0,66.47,1,0
4852,33,Single,Self-Employed,45583,36.38,759,34068,12,8.89,Auto,4,84.08,1,1
4853,40,Divorced,Self-Employed,96607,48.66,739,12677,36,7.58,Home,0,35.82,3,1
4854,57,Single,Employed,132729,49.26,348,38339,24,5.32,Education,5,50.18,0,1
4855,60,Divorced,Unemployed,42419,49.93,432,28358,24,14.39,Personal,5,66.27,4,1
4856,39,Single,Unemployed,103258,23.82,565,37185,60,6.23,Personal,5,22.55,4,1
4857,30,Divorced,Employed,41957,22.61,323,6013,24,7.54,Home,6,38.89,3,1
4858,58,Divorced,Unemployed,63641,41.55,556,18872,24,11.47,Personal,1,24.26,1,1
4859,41,Single,Employed,132155,35.95,784,47063,12,5.19,Education,6,52.73,3,1
4860,28,Married,Employed,137471,25.19,635,14726,36,10.72,Auto,6,56.07,5,1
4861,25,Divorced,Self-Employed,35344,47.84,386,17241,24,14.69,Education,3,86.99,0,1
4862,58,Divorced,Contract,146707,37.58,587,12182,12,16.69,Personal,2,89.39,0,1
4863,37,Married,Self-Employed,129159,46.84,800,21259,48,6.89,Auto,4,63.85,5,1
4864,23,Single,Unemployed,61430,34.09,736,38170,36,12.82,Home,2,70.81,5,0
4865,30,Divorced,Contract,90907,46.84,736,46203,48,6.12,Auto,5,78.83,5,1
4866,58,Divorced,Self-Employed,108232,34.83,631,36778,12,16.81,Auto,3,63.72,5,1
4867,53,Single,Employed,81306,49.4,385,47218,12,8.48,Home,1,42.13,1,1
4868,44,Divorced,Unemployed,34995,35.02,781,16766,24,8.99,Auto,6,60.51,2,1
4869,42,Divorced,Contract,75111,19.9,412,48160,36,15.0,Education,0,40.03,0,1
4870,43,Married,Unemployed,132493,46.06,418,12367,60,16.4,Auto,4,30.54,5,1
4871,29,Divorced,Unemployed,115054,38.4,633,49001,60,10.04,Education,1,28.62,5,0
4872,46,Married,Self-Employed,91921,14.8,528,10779,24,16.84,Auto,0,89.3,5,1
4873,22,Divorced,Employed,94294,31.87,419,12046,12,18.46,Home,4,23.17,2,1
4874,39,Single,Unemployed,70389,23.89,571,42261,36,6.2,Personal,5,56.34,4,1
4875,63,Divorced,Self-Employed,132553,23.03,760,44198,12,10.2,Home,3,56.33,0,1
4876,63,Single,Self-Employed,68127,34.1,562,39985,60,8.07,Auto,4,31.82,4,1
4877,24,Divorced,Employed,24385,48.24,726,43440,36,11.01,Personal,4,52.86,1,1
4878,34,Single,Employed,72109,28.83,472,30516,48,9.32,Home,5,13.85,2,1
4879,22,Married,Employed,105915,47.86,584,6348,60,6.73,Education,3,18.82,4,1
4880,28,Married,Contract,68434,13.92,633,44669,24,17.44,Personal,4,40.6,1,1
4881,53,Married,Self-Employed,66382,37.62,845,17825,60,7.82,Auto,6,77.38,3,1
4882,46,Divorced,Self-Employed,53565,45.38,551,21761,48,19.33,Personal,6,21.82,3,1
4883,55,Divorced,Employed,20947,28.76,684,46102,24,7.64,Personal,4,47.15,5,1
4884,35,Single,Contract,102246,41.06,423,35424,48,6.93,Home,2,36.83,4,1
4885,56,Single,Employed,104780,39.62,419,15840,48,11.95,Personal,2,78.1,4,1
4886,23,Married,Self-Employed,60771,15.07,698,35690,48,16.75,Personal,0,30.32,5,0
4887,30,Married,Contract,135565,26.45,808,11059,24,10.08,Auto,6,38.01,2,1
4888,50,Divorced,Self-Employed,31498,33.8,365,21663,60,17.81,Personal,6,15.34,5,1
4889,38,Single,Employed,63873,22.14,607,25398,60,11.34,Auto,1,76.26,3,0
4890,44,Single,Contract,127045,41.04,522,43146,12,11.86,Education,3,69.44,3,1
4891,44,Divorced,Unemployed,130998,20.27,604,16910,12,19.51,Home,0,77.02,2,0
4892,52,Divorced,Contract,21186,26.18,655,41530,12,6.54,Home,2,39.5,0,0
4893,52,Married,Unemployed,77089,18.95,343,49276,60,11.32,Personal,6,18.23,1,1
4894,31,Married,Employed,120141,41.06,725,16227,24,17.85,Home,2,24.42,3,1
4895,22,Single,Contract,102475,48.33,477,32306,36,10.04,Personal,6,81.79,1,1
4896,49,Single,Unemployed,63970,36.23,566,13948,48,18.81,Personal,0,63.72,4,1
4897,30,Single,Unemployed,104687,40.99,435,47181,12,5.77,Auto,6,83.4,1,1
4898,24,Married,Contract,81740,39.37,317,34698,12,13.17,Auto,1,28.6,0,1
4899,43,Married,Self-Employed,111366,30.28,631,32178,24,19.26,Education,2,25.47,0,0
4900,54,Married,Unemployed,51162,25.15,454,12258,36,7.25,Education,2,39.11,4,1
4901,51,Single,Contract,70331,17.76,514,8089,24,19.92,Home,0,44.72,4,1
4902,54,Single,Contract,20409,13.83,459,10484,36,10.04,Auto,6,75.87,0,1
4903,30,Married,Employed,43382,14.15,495,17781,36,5.23,Personal,3,56.0,0,1
4904,59,Married,Self-Employed,111402,38.37,674,36028,48,16.05,Education,1,37.51,3,0
4905,50,Single,Employed,83636,14.91,439,7831,24,9.58,Auto,5,87.72,5,1
4906,39,Single,Contract,64667,25.23,476,18643,12,5.71,Home,1,33.4,1,1
4907,30,Single,Contract,32001,26.1,694,25389,24,19.82,Home,5,73.95,5,1
4908,44,Single,Contract,102166,39.75,367,9329,12,9.75,Home,3,70.16,0,1
4909,61,Divorced,Unemployed,115084,12.22,782,33112,36,6.89,Personal,5,71.85,3,1
4910,37,Single,Employed,30196,11.6,417,7023,36,10.89,Personal,6,36.52,5,1
4911,24,Married,Self-Employed,128534,25.48,727,40051,48,15.65,Personal,0,26.02,4,0
4912,44,Single,Contract,109868,35.32,438,35105,60,8.45,Home,5,58.03,1,1
4913,43,Single,Unemployed,60304,20.71,322,37225,48,13.98,Education,2,47.01,3,1
4914,42,Married,Unemployed,94944,24.1,468,41315,60,6.5,Education,1,71.01,1,1
4915,63,Married,Self-Employed,109618,19.46,764,22146,60,15.55,Personal,0,42.5,5,0
4916,54,Married,Contract,91320,37.23,423,41570,24,7.17,Home,5,67.09,5,1
4917,39,Divorced,Self-Employed,56495,28.16,609,40118,36,12.88,Education,6,59.54,5,1
4918,41,Married,Self-Employed,30535,37.99,481,12736,36,11.95,Personal,2,20.6,5,1
4919,25,Married,Employed,48759,18.12,387,22682,24,18.55,Home,3,42.26,2,1
4920,64,Married,Employed,143447,40.64,516,44392,36,9.84,Auto,5,83.91,5,1
4921,31,Married,Employed,129571,18.32,476,5687,48,16.91,Education,5,78.86,1,1
4922,25,Divorced,Contract,93614,11.06,518,21733,48,13.39,Home,0,67.15,2,1
4923,35,Divorced,Employed,127050,33.97,494,40979,24,12.75,Personal,4,77.24,1,1
4924,42,Single,Contract,50963,34.9,610,39879,36,10.1,Auto,0,41.3,0,0
4925,44,Single,Employed,54750,26.58,771,37913,36,10.93,Education,1,15.71,5,0
4926,47,Single,Contract,134759,38.62,617,20076,60,17.42,Auto,2,79.74,3,0
4927,44,Single,Self-Employed,97695,34.1,651,18343,12,6.05,Auto,3,69.97,1,1
4928,56,Married,Self-Employed,62510,21.36,303,10849,24,14.83,Home,0,82.6,5,1
4929,55,Divorced,Self-Employed,93379,14.01,380,13397,12,19.39,Home,0,54.29,4,1
4930,61,Divorced,Unemployed,23119,49.89,455,47842,24,7.27,Personal,1,67.4,2,1
4931,26,Married,Contract,73416,46.62,749,7990,48,18.06,Home,5,53.8,4,1
4932,32,Married,Contract,78768,21.58,318,48662,12,13.98,Education,3,27.71,5,1
4933,40,Divorced,Contract,44285,24.61,658,43746,12,15.96,Home,0,27.39,2,0
4934,34,Single,Employed,41206,23.52,558,49864,24,11.47,Auto,3,44.36,1,1
4935,51,Single,Contract,82333,35.39,745,24558,36,5.34,Personal,2,51.2,1,0
4936,29,Single,Self-Employed,139240,42.08,805,16832,12,18.35,Auto,2,35.62,1,1
4937,32,Single,Contract,126229,48.76,632,28055,36,5.01,Education,6,83.98,2,1
4938,45,Single,Self-Employed,146746,30.91,513,30677,12,11.94,Home,4,50.23,4,1
4939,58,Single,Unemployed,123981,39.15,844,46567,60,15.96,Education,3,50.44,4,1
4940,22,Single,Employed,72417,35.3,648,16798,60,10.17,Auto,5,25.65,2,1
4941,33,Divorced,Unemployed,117885,49.83,405,21684,12,11.48,Home,5,45.61,3,1
4942,62,Single,Contract,139564,20.43,442,6918,12,18.12,Auto,0,24.66,4,1
4943,40,Single,Contract,94727,34.55,532,44459,48,12.11,Personal,0,84.48,4,1
4944,45,Divorced,Employed,142991,23.92,325,28513,36,7.56,Auto,4,70.57,4,1
4945,40,Divorced,Employed,60411,14.19,614,37730,12,8.9,Education,3,75.18,2,1
4946,26,Married,Contract,99937,33.55,464,13768,60,6.72,Home,3,60.55,4,1
4947,24,Divorced,Employed,72162,32.19,588,49190,12,9.62,Education,6,42.3,1,1
4948,36,Single,Self-Employed,81727,40.98,402,24973,12,18.56,Home,6,86.36,4,1
4949,41,Single,Contract,135266,47.78,689,37134,48,9.17,Education,2,29.36,3,1
4950,39,Married,Contract,120050,48.51,651,32470,24,15.26,Personal,3,33.72,3,1
4951,26,Divorced,Employed,32372,48.29,830,29186,60,17.16,Home,2,15.67,3,1
4952,29,Married,Contract,59426,29.63,467,25611,48,14.57,Auto,5,69.17,1,1
4953,42,Single,Employed,36064,44.08,327,15848,60,12.85,Personal,6,31.43,5,1
4954,26,Married,Employed,26976,13.39,432,7978,12,14.7,Auto,3,30.66,4,1
4955,27,Married,Contract,94535,27.45,580,13484,24,16.68,Personal,1,69.11,1,1
4956,38,Married,Unemployed,54426,44.23,789,5573,60,19.53,Education,0,56.77,3,1
4957,55,Divorced,Self-Employed,78800,20.77,497,31851,36,7.45,Auto,1,64.15,5,1
4958,51,Single,Unemployed,70616,34.98,410,46241,36,17.36,Auto,3,42.46,4,1
4959,62,Single,Employed,83411,41.0,478,42467,48,7.24,Home,5,19.29,4,1
4960,63,Married,Employed,86685,45.18,546,18637,36,16.32,Auto,2,28.45,3,1
4961,45,Single,Unemployed,94655,45.74,320,18181,60,15.79,Auto,3,66.04,4,1
4962,54,Single,Unemployed,93023,22.13,301,15068,48,12.76,Education,5,20.55,3,1
4963,57,Divorced,Self-Employed,100995,45.87,411,49869,36,17.11,Education,4,14.42,2,1
4964,51,Married,Employed,65379,19.38,802,46483,60,7.5,Personal,6,70.75,0,1
4965,56,Single,Unemployed,109582,30.7,311,49761,12,5.21,Home,4,47.81,0,1
4966,48,Divorced,Contract,115780,41.69,442,46016,36,11.33,Auto,1,10.38,1,1
4967,31,Single,Unemployed,35852,15.11,405,31130,60,5.31,Auto,6,52.92,1,1
4968,33,Divorced,Unemployed,49837,16.66,447,19778,36,8.89,Auto,0,81.89,3,1
4969,25,Divorced,Unemployed,92901,31.0,383,21665,60,13.76,Auto,4,85.01,1,1
4970,64,Single,Unemployed,109884,48.22,429,16564,60,19.09,Auto,3,70.35,3,1
4971,29,Divorced,Contract,30627,11.82,396,38359,48,7.95,Personal,1,61.45,3,1
4972,42,Divorced,Unemployed,30575,41.17,653,48385,36,17.38,Auto,3,20.5,3,1
4973,23,Divorced,Employed,134464,20.57,828,45005,60,19.86,Auto,6,30.34,1,1
4974,64,Married,Contract,46298,11.27,803,21584,60,17.9,Auto,5,14.18,1,1
4975,50,Married,Unemployed,39013,39.37,353,31224,12,17.46,Home,0,61.12,3,1
4976,53,Single,Contract,117866,36.57,794,28817,60,10.34,Education,3,86.4,5,1
4977,42,Married,Unemployed,49659,19.3,527,37868,24,12.48,Personal,1,29.73,5,1
4978,59,Married,Employed,62797,27.47,596,49501,48,10.7,Personal,4,23.5,5,1
4979,55,Single,Unemployed,117404,37.06,344,35239,60,14.48,Home,2,53.28,4,1
4980,61,Married,Unemployed,40957,20.49,436,34789,36,11.4,Education,5,29.64,3,1
4981,31,Single,Employed,82378,44.04,323,9170,12,11.69,Auto,2,65.48,3,1
4982,51,Married,Contract,52479,24.73,344,32435,48,15.73,Auto,2,65.33,4,1
4983,54,Divorced,Employed,122955,38.37,427,31120,48,14.42,Personal,1,11.45,1,1
4984,40,Divorced,Unemployed,48719,36.98,301,5636,60,8.22,Auto,0,81.86,3,1
4985,29,Married,Self-Employed,123547,37.39,500,45437,24,5.82,Home,4,85.46,0,1
4986,34,Married,Self-Employed,46974,14.22,555,33902,24,6.64,Auto,6,65.55,2,1
4987,57,Divorced,Employed,121076,34.66,810,28919,60,17.72,Education,1,21.05,1,0
4988,63,Divorced,Unemployed,134656,43.34,837,7555,60,13.86,Home,6,66.04,4,1
4989,56,Married,Unemployed,134586,33.12,339,32495,24,5.47,Education,6,46.8,3,1
4990,34,Single,Unemployed,91151,12.54,696,42932,12,18.7,Auto,4,41.43,0,1
4991,51,Divorced,Contract,111556,34.49,850,31670,36,9.09,Auto,4,15.14,4,1
4992,44,Single,Employed,33866,23.72,470,33858,24,9.84,Education,1,11.18,0,1
4993,54,Divorced,Employed,88868,29.77,645,37975,36,7.63,Home,0,20.5,5,0
4994,52,Single,Contract,110609,46.25,681,15369,12,15.31,Home,3,72.29,5,1
4995,64,Single,Unemployed,29049,44.61,572,19523,36,6.02,Education,3,86.65,1,1
4996,56,Single,Contract,80556,27.57,674,43190,48,6.98,Education,3,18.77,4,1
4997,54,Divorced,Self-Employed,73397,11.06,493,24739,48,18.78,Auto,5,82.51,2,1
4998,25,Divorced,Contract,123860,31.53,565,47384,60,19.32,Education,0,44.17,2,1
4999,47,Single,Unemployed,94044,13.73,809,36476,24,10.84,Personal,2,29.31,4,0
5000,22,Divorced,Employed,31192,41.28,323,7094,48,17.74,Education,4,28.92,0,1
5001,55,Single,Contract,46654,29.06,556,9633,60,13.1,Personal,1,82.92,1,1
5002,42,Single,Employed,101853,17.95,453,15544,48,19.59,Auto,5,33.29,2,1
5003,38,Divorced,Self-Employed,115220,48.72,589,36602,24,11.66,Education,5,57.98,1,1
5004,40,Married,Contract,127013,37.07,770,9969,48,9.68,Education,3,54.64,3,1
5005,58,Divorced,Self-Employed,36471,44.69,684,12904,24,12.09,Home,1,46.21,0,1
5006,57,Single,Self-Employed,148019,38.82,509,6947,60,12.39,Education,4,12.33,0,1
5007,33,Divorced,Employed,43092,47.86,465,31597,24,9.74,Personal,2,44.75,0,1
